11.7563 	INFO 	Loaded monitor calibration from ['2026_05_11 13:53']
11.7636 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
11.9343 	INFO 	Using renderer 'AMD Radeon(TM) Graphics' for graphics
11.9343 	INFO 	OpenGL version supported by driver is 4..
12.0420 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029707C66D90>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000029707C67710>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1., -1., -1.]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000029707D97710>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.0421 	EXP 	window1: backgroundImage = ''
12.0421 	EXP 	window1: backgroundFit = 'none'
12.1457 	INFO 	keyboard.Keyboard is using ptb backend.
12.1458 	EXP 	DB-BMI: status = STARTED
12.2017 	EXP 	Created instructionsText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='instructionsText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.2067 	EXP 	Created welcomeText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='welcomeText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.2143 	EXP 	Created BaselineText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='BaselineText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.2176 	EXP 	Created ReadyText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='ReadyText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='You are now ready to start listening to music!', units='height', win=Window(...), wrapWidth=1)
12.3584 	INFO 	Loaded psychtoolbox audio version 3.0.19.696976569
12.4171 	WARNING 	No default speaker specified in Preferences / Hardware, using first speaker found: Speakers (C-Media(R) Audio)
12.5159 	INFO 	Created stream for speaker device: Speakers (C-Media(R) Audio) (6.0)
12.5174 	EXP 	baselineBeep: sampleRate = 48000
12.5174 	EXP 	baselineBeep: channels = None
12.5190 	EXP 	Sound baselineBeep set volume 1.000
12.5228 	EXP 	Created PreSongBaselineText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='PreSongBaselineText', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.5234 	EXP 	Created CloseEyesText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='CloseEyesText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.5362 	WARNING 	No default speaker specified in Preferences / Hardware, using first speaker found: Speakers (C-Media(R) Audio)
12.5413 	INFO 	Created stream for speaker device: Speakers (C-Media(R) Audio) (6.0)
12.5426 	EXP 	song_played: sampleRate = 48000
12.5426 	EXP 	song_played: channels = None
12.5525 	EXP 	Sound song_played set volume 1.000
12.5650 	WARNING 	No default speaker specified in Preferences / Hardware, using first speaker found: Speakers (C-Media(R) Audio)
12.5704 	INFO 	Created stream for speaker device: Speakers (C-Media(R) Audio) (6.0)
12.5717 	EXP 	beep: sampleRate = 48000
12.5718 	EXP 	beep: channels = None
12.5730 	EXP 	Sound beep set volume 1.000
12.5793 	EXP 	Created RateSongText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='RateSongText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.5847 	EXP 	Created FamiliarityText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='FamiliarityText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.5874 	EXP 	Created ThankYouText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='ThankYouText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.5880 	EXP 	Created Summary = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Summary', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.9315 	EXP 	welcomeText: autoDraw = True
2.9938 	EXP 	instructionsText: autoDraw = True
3.9244 	EXP 	welcomeText: autoDraw = False
11.9867 	EXP 	instructionsText: autoDraw = False
11.9867 	EXP 	instructionsText: autoDraw = False
11.9867 	EXP 	welcomeText: autoDraw = False
11.9867 	EXP 	BaselineText: autoDraw = True
72.0708 	EXP 	baselineBeep: sampleRate = 44100
72.0732 	INFO 	Resampled audio from 44100Hz to 48000Hz using method 'default'.
72.0737 	EXP 	Sound baselineBeep reached end of file
72.0815 	EXP 	Playing sound baselineBeep on speaker Speakers (C-Media(R) Audio)
72.0773 	EXP 	BaselineText: autoDraw = False
72.0773 	EXP 	BaselineText: autoDraw = False
72.0773 	EXP 	ReadyText: autoDraw = True
73.0769 	EXP 	Sound baselineBeep stopped
76.0773 	EXP 	Imported c:\Users\enriq\OneDrive\Documents\GitHub\ucsd-brain-to-music-interface\tools\dur_song_diversity_100.csv - Sheet1.csv as conditions, 5 conditions, 3 params
76.0776 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'song': 'coldplay - adventure of a lifetime', 'filePath': 'diverse_playlist_100_songs/coldplay - adventure of a lifetime.mp3', 'songDuration': np.int64(264), 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
76.0957 	EXP 	ReadyText: autoDraw = False
76.0957 	EXP 	ReadyText: autoDraw = False
76.0957 	EXP 	PreSongBaselineText: height = np.float64(0.05)
76.0957 	EXP 	PreSongBaselineText: height = np.float64(0.05)
76.0957 	EXP 	PreSongBaselineText: height = np.float64(0.05)
76.0957 	EXP 	PreSongBaselineText: text = 'Song 2/5\n\nRecording 10-second resting baseline...\n\nPlease close your eyes and remain still.'
76.0957 	EXP 	PreSongBaselineText: autoDraw = True
86.1263 	EXP 	song_played: sampleRate = 48000
86.5541 	EXP 	PreSongBaselineText: autoDraw = False
86.5541 	EXP 	PreSongBaselineText: autoDraw = False
86.5541 	EXP 	CloseEyesText: height = np.float64(0.05)
86.5541 	EXP 	CloseEyesText: height = np.float64(0.05)
86.5541 	EXP 	CloseEyesText: height = np.float64(0.05)
86.5541 	EXP 	CloseEyesText: text = 'Please close your eyes\n\nThe song will begin to play shortly\n'
86.9888 	EXP 	CloseEyesText: autoDraw = True
89.9790 	EXP 	CloseEyesText: autoDraw = False
89.9861 	EXP 	Sound song_played reached end of file
90.0026 	EXP 	Playing sound song_played on speaker Speakers (C-Media(R) Audio)
179.9961 	EXP 	Sound song_played stopped
180.2176 	EXP 	beep: sampleRate = 44100
180.2195 	INFO 	Resampled audio from 44100Hz to 48000Hz using method 'default'.
180.2199 	EXP 	Sound beep reached end of file
180.2358 	EXP 	Playing sound beep on speaker Speakers (C-Media(R) Audio)
180.2224 	EXP 	CloseEyesText: autoDraw = False
180.9904 	INFO 	Keyboard events cleared
180.9904 	EXP 	RateSongText: autoDraw = True
181.2325 	EXP 	Sound beep stopped
183.8879 	EXP 	Device response: <KeyPress from None: t=183.87967000000003, value=7, duration=None>
183.8889 	DATA 	Keypress: 7
183.8912 	INFO 	Keyboard events cleared
183.8912 	EXP 	RateSongText: autoDraw = False
183.8912 	EXP 	FamiliarityText: autoDraw = True
183.9540 	EXP 	Device response: <KeyPress from None: t=183.87967000000003, value=7, duration=0.06990989999985686>
185.0512 	EXP 	Device response: <KeyPress from None: t=185.04588549999994, value=y, duration=None>
185.0513 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'song': 'lady gaga - abracadabra', 'filePath': 'diverse_playlist_100_songs/lady gaga - abracadabra.mp3', 'songDuration': np.int64(224), 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
185.0770 	EXP 	song_played: sampleRate = 48000
185.4763 	EXP 	Device response: <KeyPress from None: t=185.04588549999994, value=y, duration=0.08690990000013699>
185.4769 	DATA 	Keypress: y
185.4798 	EXP 	FamiliarityText: autoDraw = False
185.4798 	EXP 	PreSongBaselineText: height = np.float64(0.05)
185.4798 	EXP 	PreSongBaselineText: height = np.float64(0.05)
185.4798 	EXP 	PreSongBaselineText: height = np.float64(0.05)
185.4798 	EXP 	PreSongBaselineText: text = 'Song 3/5\n\nRecording 10-second resting baseline...\n\nPlease close your eyes and remain still.'
185.4798 	EXP 	PreSongBaselineText: autoDraw = False
185.4798 	EXP 	CloseEyesText: text = 'Please close your eyes\n\nThe song will begin to play shortly\n'
195.0443 	EXP 	CloseEyesText: autoDraw = True
198.0374 	EXP 	CloseEyesText: autoDraw = False
198.0376 	EXP 	Sound song_played reached end of file
198.0541 	EXP 	Playing sound song_played on speaker Speakers (C-Media(R) Audio)
288.0579 	EXP 	Sound song_played stopped
288.2571 	EXP 	beep: sampleRate = 44100
288.2596 	INFO 	Resampled audio from 44100Hz to 48000Hz using method 'default'.
288.2600 	EXP 	Sound beep reached end of file
288.2758 	EXP 	Playing sound beep on speaker Speakers (C-Media(R) Audio)
288.2683 	EXP 	CloseEyesText: autoDraw = False
289.0430 	INFO 	Keyboard events cleared
289.0429 	EXP 	RateSongText: autoDraw = True
289.2697 	EXP 	Sound beep stopped
291.0265 	EXP 	Device response: <KeyPress from None: t=291.0247325999999, value=7, duration=None>
291.0278 	DATA 	Keypress: 7
291.0332 	INFO 	Keyboard events cleared
291.0331 	EXP 	RateSongText: autoDraw = False
291.0331 	EXP 	FamiliarityText: autoDraw = True
291.0960 	EXP 	Device response: <KeyPress from None: t=291.0247325999999, value=7, duration=0.06797790000018722>
291.9778 	EXP 	Device response: <KeyPress from None: t=291.9763221999999, value=y, duration=None>
291.9780 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'song': 'x ambassadors - unsteady', 'filePath': 'diverse_playlist_100_songs/x ambassadors - unsteady.mp3', 'songDuration': np.int64(192), 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
292.0049 	EXP 	song_played: sampleRate = 48000
292.3343 	EXP 	Device response: <KeyPress from None: t=291.9763221999999, value=y, duration=0.08338909999997668>
292.3349 	DATA 	Keypress: y
292.3384 	EXP 	FamiliarityText: autoDraw = False
292.3384 	EXP 	PreSongBaselineText: height = np.float64(0.05)
292.3384 	EXP 	PreSongBaselineText: height = np.float64(0.05)
292.3384 	EXP 	PreSongBaselineText: height = np.float64(0.05)
292.3384 	EXP 	PreSongBaselineText: text = 'Song 4/5\n\nRecording 10-second resting baseline...\n\nPlease close your eyes and remain still.'
292.3384 	EXP 	PreSongBaselineText: autoDraw = False
292.3384 	EXP 	CloseEyesText: text = 'Please close your eyes\n\nThe song will begin to play shortly\n'
301.9673 	EXP 	CloseEyesText: autoDraw = True
304.9603 	EXP 	CloseEyesText: autoDraw = False
304.9606 	EXP 	Sound song_played reached end of file
304.9770 	EXP 	Playing sound song_played on speaker Speakers (C-Media(R) Audio)
394.9771 	EXP 	Sound song_played stopped
395.1380 	EXP 	beep: sampleRate = 44100
